"SMART LATHE EXPORT"

"Dashboards","machine"
"Parameters","rpm"

"timestamp","rpm"
"2026-06-13 05:46:15.955745","0.0"
"2026-06-13 05:46:25.016711","0.0"
"2026-06-13 05:46:34.085287","0.0"
"2026-06-13 05:46:43.137073","0.0"
"2026-06-13 05:46:52.185757","0.0"
"2026-06-13 05:47:01.243927","0.0"
"2026-06-13 05:47:10.289278","0.0"
"2026-06-13 05:47:19.368487","0.0"
"2026-06-13 05:47:28.430853","0.0"
"2026-06-13 05:47:37.507163","0.0"
"2026-06-13 05:47:46.564231","0.0"
"2026-06-13 05:47:55.633559","0.0"
"2026-06-13 05:48:04.699022","0.0"
"2026-06-13 05:48:13.835135","0.0"
"2026-06-13 05:48:23.872116","0.0"
"2026-06-13 05:48:32.943072","0.0"
"2026-06-13 05:48:41.994693","0.0"
"2026-06-13 05:48:51.046186","0.0"
"2026-06-13 05:49:00.117383","0.0"
"2026-06-13 05:49:09.184422","0.0"
"2026-06-13 05:49:18.249545","0.0"
"2026-06-13 05:49:27.340560","0.0"
"2026-06-13 05:49:36.391957","0.0"
"2026-06-13 05:49:45.479464","0.0"
"2026-06-13 05:49:54.543598","0.0"
"2026-06-13 05:50:03.604696","0.0"
"2026-06-13 05:50:12.648356","0.0"
"2026-06-13 05:50:21.706596","0.0"
"2026-06-13 05:50:30.836060","0.0"
"2026-06-13 05:50:40.887808","0.0"
"2026-06-13 05:50:55.432247","0.0"
"2026-06-13 05:51:04.495392","0.0"
"2026-06-13 05:51:13.545346","0.0"
"2026-06-13 05:51:22.621339","0.0"
"2026-06-13 05:51:31.656884","0.0"
"2026-06-13 05:51:40.827677","0.0"
"2026-06-13 05:51:49.908272","0.0"
"2026-06-13 05:51:58.966391","0.0"
"2026-06-13 05:52:08.066096","0.0"
"2026-06-13 05:52:17.143007","0.0"
"2026-06-13 05:52:26.216473","0.0"
"2026-06-13 05:52:35.322191","0.0"
"2026-06-13 05:52:44.368879","0.0"
"2026-06-13 05:52:53.426111","0.0"
"2026-06-13 05:53:02.481539","0.0"
"2026-06-13 05:53:12.083304","0.0"
"2026-06-13 05:53:21.140600","0.0"
"2026-06-13 05:53:41.044300","0.0"
"2026-06-13 05:53:50.107523","0.0"
"2026-06-13 05:53:59.162590","0.0"
"2026-06-13 05:54:08.220817","0.0"
"2026-06-13 05:54:17.276658","0.0"
"2026-06-13 05:54:26.320864","0.0"
"2026-06-13 05:54:35.389114","0.0"
"2026-06-13 05:54:43.510441","0.0"
"2026-06-13 05:54:52.573384","0.0"
"2026-06-13 05:55:01.635761","0.0"
"2026-06-13 05:55:10.795334","0.0"
"2026-06-13 05:55:20.839021","0.0"
"2026-06-13 05:55:29.897840","0.0"
"2026-06-13 05:55:38.969501","0.0"
"2026-06-13 05:55:48.066641","0.0"
"2026-06-13 05:55:57.164395","0.0"
"2026-06-13 05:56:06.211125","0.0"
"2026-06-13 05:56:15.284029","0.0"
"2026-06-13 05:56:24.370309","0.0"
"2026-06-13 05:56:33.430954","0.0"
"2026-06-13 05:56:42.489450","0.0"
"2026-06-13 05:56:51.594033","0.0"
"2026-06-13 05:57:00.653292","0.0"
"2026-06-13 05:57:09.816741","0.0"
"2026-06-13 05:57:18.886116","0.0"
"2026-06-13 05:57:27.969506","0.0"
"2026-06-13 05:57:37.051761","0.0"
"2026-06-13 05:57:46.120018","0.0"
